time,short distance,hyper volume
4.096313,0.526175,0.547962
4.095941,0.528846,0.553746
4.096608,0.526294,0.548471
4.095215,0.532343,0.551889
4.095419,0.524904,0.555190

cycle : 100, pop_size : 128
0.521999,0.518000,0.550409
0.521771,0.523854,0.546429
0.521968,0.514231,0.553332
0.521826,0.520531,0.542890
0.521802,0.528174,0.550124
0.521690,0.530641,0.544466
0.521852,0.523961,0.545220
0.521829,0.517707,0.544983
0.521951,0.523194,0.547744
0.521798,0.519587,0.553026

cycle : 100, pop_size : 256
1.022557,0.519679,0.554453
1.022221,0.520924,0.555678
1.022713,0.514550,0.557183
1.022325,0.516288,0.551533
1.022369,0.515287,0.552150
1.022501,0.520847,0.558518
1.022126,0.515831,0.553623
1.022470,0.517316,0.553412
1.022207,0.515846,0.552692
1.022218,0.519960,0.550513

cycle : 100, pop_size : 512
2.030274,0.515116,0.557401
2.030024,0.518580,0.560867
2.029789,0.521177,0.554385
2.030335,0.512335,0.552329
2.030272,0.518766,0.558664
2.029434,0.510796,0.554700
2.030844,0.515131,0.562605
2.030526,0.510311,0.555639
2.029976,0.514988,0.556489
2.030929,0.515663,0.559851

cycle : 100, pop_size : 1024
4.044959,0.512049,0.559162
4.047256,0.513851,0.559654
4.045967,0.515628,0.565468
4.047923,0.512266,0.562466
4.046188,0.505916,0.558500
4.046449,0.512300,0.559943
4.045349,0.506286,0.560163
4.046430,0.514382,0.558584
4.046574,0.508338,0.560100
4.046589,0.506104,0.562734

cycle : 100, pop_size : 2048
8.118305,0.514209,0.560898
8.110712,0.516310,0.565032
8.115227,0.508988,0.562876
8.102773,0.511272,0.566015
8.112811,0.511043,0.560824
8.109565,0.512920,0.562097
8.111681,0.509255,0.562526
8.108241,0.512136,0.561215
8.110871,0.510867,0.559242
8.113318,0.511083,0.561317

cycle : 200, pop_size : 128
1.037646,0.510980,0.560336
1.037661,0.518252,0.554494
1.037669,0.510308,0.556817
1.037662,0.505532,0.557574
1.037708,0.512899,0.554546
1.037593,0.512400,0.553525
1.037584,0.513789,0.558928
1.037358,0.516634,0.561799
1.037826,0.512141,0.554382
1.037430,0.512001,0.553667

cycle : 200, pop_size : 256
2.035319,0.500389,0.562577
2.035700,0.505495,0.566165
2.035149,0.500086,0.562382
2.035120,0.504958,0.559444
2.035732,0.505368,0.564252
2.035195,0.511714,0.557064
2.035397,0.508894,0.565110
2.035574,0.508673,0.564452
2.035429,0.506225,0.565580
2.035361,0.504795,0.564704

cycle : 200, pop_size : 512
4.039536,0.496860,0.570009
4.038476,0.504701,0.569633
4.040164,0.502267,0.570512
4.039536,0.498848,0.572979
4.039135,0.500657,0.565692
4.039903,0.501115,0.569482
4.039001,0.496253,0.576097
4.038898,0.500740,0.568312
4.039289,0.501927,0.565989
4.039577,0.496297,0.567407

cycle : 200, pop_size : 1024
8.043056,0.497855,0.572655
8.043353,0.500117,0.565470
8.042882,0.496112,0.569912
8.041845,0.498689,0.567694
8.043486,0.499743,0.571005
8.042974,0.502479,0.567607
8.041065,0.501834,0.570246
8.040730,0.492366,0.571913
8.041397,0.494495,0.572156
8.043879,0.500363,0.569625

cycle : 200, pop_size : 2048
16.078499,0.500744,0.569133
16.091465,0.497827,0.574645
16.076561,0.501674,0.571212
16.078268,0.490477,0.571441
16.082136,0.494476,0.571821
16.077595,0.494369,0.575831
16.085304,0.493587,0.573648
16.076815,0.499908,0.576568
16.087381,0.497443,0.574076
16.080570,0.492270,0.570463

cycle : 400, pop_size : 128
2.069083,0.498646,0.567218
2.069364,0.506121,0.564540
2.069093,0.501867,0.564892
2.069089,0.503506,0.569948
2.069138,0.506913,0.563071
2.069399,0.507398,0.566551
2.069129,0.505761,0.559034
2.069124,0.499216,0.569598
2.069288,0.502923,0.567148
2.069147,0.500910,0.566490

cycle : 400, pop_size : 256
4.061789,0.498040,0.574485
4.061751,0.493836,0.575620
4.061205,0.498444,0.574622
4.061623,0.495585,0.575684
4.061835,0.494336,0.570134
4.061210,0.496387,0.570401
4.061116,0.493590,0.577540
4.061186,0.493819,0.572612
4.060941,0.498559,0.573626
4.061417,0.501141,0.568837

cycle : 400, pop_size : 512
8.056286,0.489103,0.577629
8.056374,0.491517,0.575713
8.057281,0.492461,0.575258
8.056250,0.496843,0.577527
8.056563,0.495133,0.576127
8.055661,0.491172,0.575103
8.056850,0.489520,0.579387
8.055593,0.492440,0.574023
8.056479,0.490441,0.573232
8.055029,0.491525,0.572505

cycle : 400, pop_size : 1024
16.038517,0.485756,0.577649
16.040937,0.485244,0.582145
16.042511,0.484443,0.576175
16.040588,0.482810,0.585802
16.040474,0.489043,0.585508
16.038933,0.485871,0.585516
16.038481,0.489374,0.581953
16.041309,0.489136,0.585754
16.039955,0.484511,0.584655
16.038189,0.487357,0.581390

cycle : 400, pop_size : 2048
32.002174,0.480759,0.584749
31.985729,0.483509,0.589306
31.984398,0.479683,0.587524
31.990801,0.480110,0.589845
32.004238,0.482603,0.584623
31.981979,0.485372,0.581805
32.004852,0.480575,0.583348
31.986692,0.484469,0.585763
31.973433,0.487644,0.582624
31.993357,0.485611,0.585799

cycle : 800, pop_size : 128
4.132402,0.493218,0.570513
4.132774,0.501378,0.572828
4.131902,0.501074,0.564884
4.132570,0.498020,0.570383
4.131853,0.499868,0.570056
4.132938,0.503201,0.569576
4.133028,0.499471,0.569960
4.132584,0.498015,0.572387
4.132282,0.498609,0.576374
4.132778,0.500130,0.568943

cycle : 800, pop_size : 256
8.114314,0.485876,0.580064
8.114214,0.487705,0.581260
8.114232,0.487314,0.578226
8.114019,0.488244,0.579738
8.113551,0.485923,0.582972
8.113437,0.486562,0.579768
8.113504,0.490127,0.576931
8.114288,0.492256,0.580707
8.113952,0.484330,0.583174
8.112795,0.489981,0.578201

cycle : 800, pop_size : 512
16.092638,0.480885,0.583841
16.091822,0.481428,0.592168
16.094683,0.481997,0.583994
16.091742,0.479644,0.590684
16.092121,0.474506,0.586000
16.092108,0.487910,0.587672
16.091953,0.481602,0.585833
16.092476,0.480838,0.587017
16.092949,0.480651,0.589818
16.093069,0.484688,0.585304

cycle : 800, pop_size : 1024
32.036839,0.478471,0.584831
32.036430,0.476376,0.594489
32.036018,0.474785,0.594301
32.032944,0.477289,0.590511
32.038685,0.477032,0.593633
32.038101,0.476559,0.583014
32.038612,0.472926,0.591421
32.033512,0.477819,0.594771
32.035969,0.482359,0.596972
32.036396,0.473722,0.591389

cycle : 800, pop_size : 2048
63.818100,0.466363,0.593793
63.816559,0.474005,0.593503
63.816429,0.474351,0.599187
63.810268,0.470890,0.598804
63.815388,0.473540,0.596766
63.820332,0.473021,0.596972
63.829609,0.474546,0.594039
63.799541,0.474482,0.590883
63.800201,0.472634,0.593491
63.829868,0.469526,0.598056

cycle : 1600, pop_size : 128
8.260713,0.497059,0.576076
8.259480,0.499870,0.577045
8.260229,0.491422,0.573873
8.260207,0.494524,0.572546
8.260668,0.492956,0.580183
8.260242,0.494448,0.580362
8.260118,0.493769,0.573351
8.259793,0.493943,0.575561
8.259759,0.492819,0.580083
8.259759,0.494732,0.575417

cycle : 1600, pop_size : 256
16.220482,0.473938,0.586662
16.220078,0.485875,0.591325
16.225100,0.481557,0.585085
16.220444,0.477532,0.588630
16.220768,0.476541,0.591554
16.219788,0.482713,0.593190
16.220074,0.476728,0.588424
16.219542,0.480172,0.589527
16.220140,0.483660,0.586689
16.219734,0.484163,0.589692

cycle : 1600, pop_size : 512
32.166794,0.470641,0.598451
32.167770,0.474671,0.600620
32.165611,0.470256,0.591650
32.167778,0.474862,0.595432
32.168304,0.471645,0.588307
32.162498,0.474348,0.603059
32.171703,0.474158,0.592459
32.168999,0.475373,0.599787
32.166222,0.471973,0.599228
32.166439,0.472289,0.597476

cycle : 1600, pop_size : 1024
64.028282,0.467264,0.599685
64.025726,0.472539,0.600744
64.029572,0.465348,0.603615
64.029411,0.466475,0.605615
64.034569,0.467281,0.599413
64.022758,0.469681,0.604101
64.021576,0.472319,0.603661
64.036697,0.463536,0.598524
64.025818,0.465796,0.601166
64.027939,0.470949,0.603321

cycle : 1600, pop_size : 2048
127.482048,0.459238,0.604654
127.454941,0.470243,0.610172
127.509285,0.466649,0.599786
127.513710,0.459986,0.607186
127.476852,0.462089,0.604829
127.473160,0.463756,0.609686
127.483757,0.464531,0.602931
127.490952,0.465828,0.603856
127.457230,0.460858,0.607530
127.478447,0.461355,0.601889
